committee_id,committee_name,committee_state,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,disbursement_type,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566621,23,SB23.1192710,1248056,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX PMT [SB23.1179444]: TRAVEL: LODGING,X,,2017-12-17 0:00:00,341.12,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:31:51,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576099149,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566621,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q2,201807159115557854,23,SB23.16090,1248053,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-04-10 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:13,,,,0,,,,,,,,,,,,P,F3P,4071520181575954247,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576101057,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115557854,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q3,201712119089173099,23,SB23.924827,1193597,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.924301],X,,2017-07-27 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-15 1:53:47,,,,0,,,,,,,,,,,,P,F3P,4121120171484657002,WASHINGTON,20004,TRAVEL,,2018,SB,4121420171489015534,http://docquery.fec.gov/cgi-bin/fecimg/?201712119089173099,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q3,201712119089173099,23,SB23.924828,1193597,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.924301],X,,2017-08-02 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-15 1:53:46,,,,0,,,,,,,,,,,,P,F3P,4121120171484657002,WASHINGTON,20004,TRAVEL,,2018,SB,4121420171489015536,http://docquery.fec.gov/cgi-bin/fecimg/?201712119089173099,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566620,23,SB23.1192707,1248056,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX PMT [SB23.1179444]: TRAVEL: LODGING,X,,2017-12-14 0:00:00,535.26,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:40,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576099143,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566620,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q3,201712119089173097,23,SB23.924820,1193597,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.924299],X,,2017-05-25 0:00:00,588.21,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-15 1:53:46,,,,0,,,,,,,,,,,,P,F3P,4121120171484657002,WASHINGTON,20004,TRAVEL,,2018,SB,4121420171489015520,http://docquery.fec.gov/cgi-bin/fecimg/?201712119089173097,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566618,23,SB23.1192701,1248056,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX PMT [SB23.1179444]: TRAVEL: LODGING,X,,2017-11-15 0:00:00,686.33,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:31:59,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576099131,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566618,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q3,201712119089173098,23,SB23.924823,1193597,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.924300],X,,2017-06-29 0:00:00,910.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2017-12-15 1:53:46,,,,0,,,,,,,,,,,,P,F3P,4121120171484657002,WASHINGTON,20004,TRAVEL,,2018,SB,4121420171489015526,http://docquery.fec.gov/cgi-bin/fecimg/?201712119089173098,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q2,201807159115557855,23,SB23.16092,1248053,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX: TRAVEL: LODGING [SB23.728561],X,,2017-05-03 0:00:00,1104.86,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:13,,,,0,,,,,,,,,,,,P,F3P,4071520181575954247,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576101061,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115557855,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566622,23,SB23.1192713,1248056,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX PMT [SB23.1179443]: TRAVEL: LODGING,X,,2018-01-31 0:00:00,1298.83,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:31:51,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576099155,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566622,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566624,23,SB23.1192718,1248056,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL,DC,,,AMEX PMT [SB23.1179443]: TRAVEL: LODGING,X,,2018-02-03 0:00:00,1755.18,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:30:25,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,WASHINGTON,20004,TRAVEL,,2018,SB,4071720181576099165,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566624,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004925,23,SB23.239255,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL AND TOWER,NY,,,FACILITY RENTAL/CATERING SERVICES,,,2017-02-10 0:00:00,1936.98,,,,,,,,,,,,,G2016,,GENERAL,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:53,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,NEW YORK,10023,ADMINISTRATIVE,,2018,SB,4072120171426377297,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004925,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q2,201807159115557855,23,SB23.16094,1248053,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL LAS VEGAS,NV,,,AMEX: TRAVEL: LODGING [SB23.728519],X,,2017-02-10 0:00:00,580.52,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:31:37,,,,0,,,,,,,,,,,,P,F3P,4071520181575954247,LAS VEGAS,89109,TRAVEL,,2018,SB,4071720181576101063,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115557855,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004926,23,SB23.239257,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL LAS VEGAS,NV,,,FACILITY RENTAL/CATERING SERVICES,,,2017-02-10 0:00:00,13828.09,,,,,,,,,,,,,G2016,,GENERAL,2016,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:53,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,LAS VEGAS,89109,ADMINISTRATIVE,,2018,SB,4072120171426377299,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004926,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q2,201807159115557855,23,SB23.16095,1248053,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL LAS VEGAS,NV,,,AMEX: TRAVEL: LODGING [SB23.728519],X,,2017-02-15 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:31,,,,0,,,,,,,,,,,,P,F3P,4071520181575954247,LAS VEGAS,89109,TRAVEL,,2018,SB,4071720181576101065,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115557855,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004930,23,SB23.238445,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-10 0:00:00,395.03,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:35,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377323,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004930,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004930,23,SB23.238981,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230980],X,,2017-01-26 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:35,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377327,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004930,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004930,23,SB23.238443,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-12 0:00:00,443.87,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:51,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377325,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004930,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004928,23,SB23.238446,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-03 0:00:00,395.03,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:53,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377315,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004928,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004928,23,SB23.238442,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-02 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:41,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377311,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004928,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004929,23,SB23.238444,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-10 0:00:00,395.03,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:41,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377321,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004929,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004928,23,SB23.238447,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-02 0:00:00,395,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:47,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377313,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004928,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004929,23,SB23.238441,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-10 0:00:00,452.28,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:53,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377319,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004929,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q1,201707209067004929,23,SB23.238440,1174081,ORG,ORGANIZATION,,,TRUMP INTERNATIONAL HOTEL WASHINGTON DC,DC,,,TRAVEL: LODGING [AMEX: SB23.230979],X,,2017-01-04 0:00:00,662.99,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2017-07-22 1:54:53,,,,0,,,,,,,,,,,,P,F3P,4072020171426276627,WASHINGTON,20004,TRAVEL,,2018,SB,4072120171426377317,http://docquery.fec.gov/cgi-bin/fecimg/?201707209067004929,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2017,Q2,201807159115557856,23,SB23.16097,1248053,ORG,ORGANIZATION,,,TRUMP NATIONAL DORAL,FL,,,AMEX: REFUND: FACILITY RENTAL [SB23.728560],X,,2017-03-16 0:00:00,-11541.2,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:24,,,,0,,,,,,,,,,,,P,F3P,4071520181575954247,DORAL,33178,ADMINISTRATIVE,,2018,SB,4071720181576101067,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115557856,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257251,23,SB23.1406798,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-10 0:00:00,84.45,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455126,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257251,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257252,23,SB23.1406799,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-10 0:00:00,29.43,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455128,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257252,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257252,23,SB23.1406800,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-10 0:00:00,216.24,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455130,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257252,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257252,23,SB23.1406801,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-10 0:00:00,341.63,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455132,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257252,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257253,23,SB23.1406802,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-11 0:00:00,32.63,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455134,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257253,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257253,23,SB23.1406803,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-11 0:00:00,108.76,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455136,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257253,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257253,23,SB23.1406804,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-11 0:00:00,40.94,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455138,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257253,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257254,23,SB23.1406805,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: MEETING EXPENSE: MEALS,X,,2018-08-11 0:00:00,63.98,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455140,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257254,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257254,23,SB23.1406806,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB,NJ,,,AMEX PMT [SB23.1405359]: TRAVEL: LODGING,X,,2018-08-12 0:00:00,849.36,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,TRAVEL,,2018,SB,4102320181600455142,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257254,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257254,23,SB23.1405491,1272561,ORG,ORGANIZATION,,,TRUMP NATIONAL GOLF CLUB - BEDMINSTER,NJ,,,FACILITY RENTAL/CATERING SERVICES,,,2018-09-06 0:00:00,9992.12,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,BEDMINSTER,7921,ADMINISTRATIVE,,2018,SB,4102320181600455144,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257254,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257255,23,SB23.1405929,1272561,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-07-02 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4102320181600455146,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257255,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257255,23,SB23.1405930,1272561,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-07-23 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4102320181600455148,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257255,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q3,201810159125257255,23,SB23.1405931,1272561,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-08-27 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-24 2:36:14,,,,0,,,,,,,,,,,,P,F3P,4101620181599435734,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4102320181600455150,http://docquery.fec.gov/cgi-bin/fecimg/?201810159125257255,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566625,23,SB23.1179773,1248056,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-01-18 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:24,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4071720181576099169,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566625,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q1,201807159115566625,23,SB23.1179774,1248056,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-01-18 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-07-18 1:32:26,,,,0,,,,,,,,,,,,P,F3P,4071520181575954248,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4071720181576099171,http://docquery.fec.gov/cgi-bin/fecimg/?201807159115566625,Operating Expenditures,,,,,,
C00580100,"DONALD J. TRUMP FOR PRESIDENT, INC.",NATL,2018,Q2,201809219124184064,23,SB23.1402165,1263561,ORG,ORGANIZATION,,,TRUMP PLAZA LLC,NY,,,RENT,,,2018-04-03 0:00:00,3850,,,,,,,,,,,,,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,2018-09-22 1:38:28,,,,0,,,,,,,,,,,,P,F3P,4092120181592006448,NEW YORK,10022,ADMINISTRATIVE,,2018,SB,4092120181592053416,http://docquery.fec.gov/cgi-bin/fecimg/?201809219124184064,Operating Expenditures,,,,,,
